ID,Amir,Ali,Misagh,Agreement Percent,target,doc,,,,,,,
601,1,1,1,100,1,"I tried to add urlConnection.connect() in between, but I found no success.",,,,,,,
602,1,1,1,100,1,I have internet access set up in manifest.,,,,,,,
603,1,1,1,100,1,"[""I'm running this and I am being told it would not run fast enough. What is a good way to increase the speed of this running class? I am guessing I would need to change my nested while loops. That is the only thing I can think of. The if statements should all be linear...",,,,,,,
604,0,0,0,100,0,import java.io.File;,,,,,,,
605,0,0,0,100,0,import java.io.FileNotFoundException;,,,,,,,
606,0,0,0,100,0,import java.util.*;,,,,,,,
607,0,0,0,100,0,public class QSortLab {,,,,,,,
608,0,0,0,100,0,"    static int findpivot(Comparable[] A, int i, int j) {",,,,,,,
609,0,0,0,100,0,        return (i + j) / 2;,,,,,,,
610,0,0,0,100,0,"    static <E> void swap(E[] A, int p1, int p2) {",,,,,,,
611,0,0,0,100,0,        E temp = A[p1];,,,,,,,
612,0,0,0,100,0,        A[p1] = A[p2];,,,,,,,
613,0,0,0,100,0,        A[p2] = temp;,,,,,,,
614,0,0,0,100,0,"    static void quicksort(Comparable[] A, int i, int j) { // Quicksort",,,,,,,
615,0,0,0,100,0,"        int pivotindex = findpivot(A, i, j);  // Pick a pivot",,,,,,,
616,0,0,0,100,0,"        swap(A, pivotindex, j);               // Stick pivot at end",,,,,,,
617,0,0,0,100,0,"        int k = partition(A, i, j-1, A[j]);",,,,,,,
618,0,0,0,100,0,"        swap(A, k, j);                        // Put pivot in place",,,,,,,
619,0,0,0,100,0,"        if ((k-i) > 1) quicksort(A, i, k-1);  // Sort left partition",,,,,,,
620,0,0,0,100,0,"        if ((j-k) > 1) quicksort(A, k+1, j);  // Sort right partition",,,,,,,
621,0,0,0,100,0,"    static int partition(Comparable[] A, int left, int right, Comparable pivot) {",,,,,,,
622,0,0,0,100,0,        while (left <= right) { // Move bounds inward until they meet,,,,,,,
623,0,0,0,100,0,            while (A[left].compareTo(pivot) < 0) left++;,,,,,,,
624,0,0,0,100,0,            while ((right >= left) && (A[right].compareTo(pivot) >= 0)) right--;,,,,,,,
625,0,0,0,100,0,"            if (right > left) swap(A, left, right); // Swap out-of-place values",,,,,,,
626,0,0,1,66.66666667,0,        return left;            // Return first position in right partition,,,,,,,
627,1,1,1,100,1,['Assume I have such simple domain POJO class:,,,,,,,
628,0,0,1,66.66666667,0,package sample;,,,,,,,
629,0,0,1,66.66666667,0,    public class Item {,,,,,,,
630,0,0,1,66.66666667,0,        private String name;,,,,,,,
631,0,0,1,66.66666667,0,        private String state;,,,,,,,
632,0,0,0,100,0,        public Item() {},,,,,,,
633,0,0,0,100,0,"        public Item(String name, String state) {",,,,,,,
634,0,0,0,100,0,            this.name = name;,,,,,,,
635,0,0,0,100,0,            this.state = state;,,,,,,,
636,0,0,0,100,0,        public String getName() {,,,,,,,
637,0,0,1,66.66666667,0,            return name;,,,,,,,
638,0,0,0,100,0,        public void setName(String name) {,,,,,,,
639,0,0,0,100,0,            this.name = name;,,,,,,,
640,0,0,0,100,0,        public String getState() {,,,,,,,
641,0,0,0,100,0,            return state;,,,,,,,
642,0,0,0,100,0,        public void setState(String state) {,,,,,,,
643,0,0,0,100,0,            this.state = state;,,,,,,,
644,1,1,1,100,1,"And assume that I have one restriction: I am not allowed to make any changes to this class. So I need to write a wrapper, right? ",,,,,,,
645,0,0,1,66.66666667,0,package sample;,,,,,,,
646,0,0,0,100,0,    import javafx.beans.property.ObjectProperty;,,,,,,,
647,0,0,0,100,0,    import javafx.beans.property.SimpleObjectProperty;,,,,,,,
648,0,0,1,66.66666667,0,    public class ItemWrapper {,,,,,,,
649,0,0,0,100,0,        private ObjectProperty<Item> itemProperty = new SimpleObjectProperty<>();,,,,,,,
650,0,0,1,66.66666667,0,        private Item item;,,,,,,,
651,0,0,1,66.66666667,0,        public ItemWrapper(Item item) {,,,,,,,
652,0,0,0,100,0,        public Item getItem() {,,,,,,,
653,0,0,0,100,0,            return itemProperty.get();,,,,,,,
654,0,0,1,66.66666667,0,        public void setItem(Item item) {,,,,,,,
655,0,0,0,100,0,            this.item = item;,,,,,,,
656,0,0,0,100,0,        public ObjectProperty<Item> itemProperty(){,,,,,,,
657,0,0,1,66.66666667,0,            return itemProperty;,,,,,,,
658,1,1,1,100,1,Then assume that I have a little JavaFX app which can show a list of items and has possibility to change item\'s state. Let\'s look at it.,,,,,,,
659,0,0,1,66.66666667,0,package sample;,,,,,,,
660,0,0,0,100,0,    import javafx.application.Application;,,,,,,,
661,0,0,0,100,0,    import javafx.fxml.FXMLLoader;,,,,,,,
662,0,0,0,100,0,    import javafx.scene.Parent;,,,,,,,
663,0,0,0,100,0,    import javafx.scene.Scene;,,,,,,,
664,0,0,0,100,0,    import javafx.stage.Stage;,,,,,,,
665,0,0,1,66.66666667,0,    public class Main extends Application {,,,,,,,
666,0,0,0,100,0,        public void start(Stage primaryStage) throws Exception{,,,,,,,
667,0,0,0,100,0,"            Parent root = FXMLLoader.load(getClass().getResource(""sample.fxml""));",,,,,,,
668,0,0,0,100,0,"            primaryStage.setTitle(""Item View"");",,,,,,,
669,0,0,0,100,0,"            primaryStage.setScene(new Scene(root, 200, 100));",,,,,,,
670,0,0,0,100,0,        public static void main(String[] args) {,,,,,,,
671,0,0,0,100,0,"<?xml version=""1.0"" encoding=""UTF-8""?>",,,,,,,
672,0,0,0,100,0,  <?import javafx.scene.control.Button?>,,,,,,,
673,0,0,0,100,0,  <?import javafx.scene.control.ComboBox?>,,,,,,,
674,0,0,0,100,0,  <?import javafx.scene.control.Label?>,,,,,,,
675,0,0,0,100,0,  <?import javafx.scene.layout.AnchorPane?>,,,,,,,
676,0,0,0,100,0,"  <AnchorPane maxHeight=""-Infinity"" maxWidth=""-Infinity"" minHeight=""-Infinity"" minWidth=""-Infinity"" prefHeight=""108.0"" prefWidth=""225.0"" xmlns=""http://javafx.com/javafx/8.0.60"" xmlns:fx=""http://javafx.com/fxml/1"" fx:controller=""sample.Controller"">",,,,,,,
677,0,0,0,100,0,"        <Label layoutX=""14.0"" layoutY=""14.0"" text=""show item"" />",,,,,,,
678,0,0,0,100,0,"        <ComboBox fx:id=""cbxItemsSelector"" layoutX=""14.0"" layoutY=""31.0"" prefWidth=""150.0"" />",,,,,,,
679,0,0,0,100,0,"        <Button fx:id=""btnChangeState"" layoutX=""14.0"" layoutY=""65.0"" mnemonicParsing=""false"" onAction=""#changeItemState"" prefHeight=""25.0"" prefWidth=""85.0"" text=""change state"" />",,,,,,,
680,0,0,1,66.66666667,0,package sample;,,,,,,,
681,0,0,0,100,0,    import javafx.beans.Observable;,,,,,,,
682,0,0,0,100,0,    import javafx.collections.FXCollections;,,,,,,,
683,0,0,0,100,0,    import javafx.collections.ObservableList;,,,,,,,
684,0,0,0,100,0,    import javafx.fxml.FXML;,,,,,,,
685,0,0,0,100,0,    import javafx.scene.control.ComboBox;,,,,,,,
686,0,0,0,100,0,    import javafx.scene.control.ListCell;,,,,,,,
687,0,0,0,100,0,    import javafx.scene.control.ListView;,,,,,,,
688,0,0,0,100,0,    import javafx.util.Callback;,,,,,,,
689,0,0,0,100,0,    import java.util.ArrayList;,,,,,,,
690,0,0,0,100,0,    import java.util.List;,,,,,,,
691,0,0,0,100,0,    import java.util.stream.Collectors;,,,,,,,
692,0,0,1,66.66666667,0,    public class Controller {,,,,,,,
693,0,0,0,100,0,        private ComboBox<ItemWrapper> cbxItemsSelector;,,,,,,,
694,0,0,0,100,0,        private ObservableList<ItemWrapper> items;,,,,,,,
695,0,0,0,100,0,        public void initialize(){,,,,,,,
696,0,0,0,100,0,        private void loadItems() {,,,,,,,
697,0,0,0,100,0,            List<Item> itemsList = new ArrayList<>();,,,,,,,
698,0,0,0,100,0,"            itemsList.add(new Item(""first item"",""initialized""));",,,,,,,
699,0,0,0,100,0,"            itemsList.add(new Item(""second item"",""initialized""));",,,,,,,
700,0,0,0,100,0,            List<ItemWrapper> itemWrappers = itemsList.stream().map(ItemWrapper::new).collect(Collectors.toList());,,,,,,,
701,0,0,0,100,0,"            items = FXCollections.observableList(itemWrappers,wrapper -> new Observable[]{wrapper.itemProperty()});",,,,,,,
702,0,0,0,100,0,        private void customizeSelectorCellView(){,,,,,,,
703,0,0,0,100,0,            cbxItemsSelector.setButtonCell(new ListCell<ItemWrapper>() {,,,,,,,
704,0,0,0,100,0,"                protected void updateItem(ItemWrapper itemWrapper, boolean empty) {",,,,,,,
705,0,0,0,100,0,"                    super.updateItem(itemWrapper, empty);",,,,,,,
706,0,0,0,100,0,                    if (empty) {,,,,,,,
707,0,0,0,100,0,                    } else {,,,,,,,
708,0,0,0,100,0,"                    new Callback<ListView<ItemWrapper>, ListCell<ItemWrapper>>() {",,,,,,,
709,0,0,0,100,0,                        public ListCell<ItemWrapper> call(ListView<ItemWrapper> p) {,,,,,,,
710,0,0,0,100,0,                            ListCell cell = new ListCell<ItemWrapper>() {,,,,,,,
711,0,0,0,100,0,"                                protected void updateItem(ItemWrapper itemWrapper, boolean empty) {",,,,,,,
712,0,0,0,100,0,"                                    //System.out.println(""update item"");",,,,,,,
713,0,0,0,100,0,"                                    super.updateItem(itemWrapper, empty);",,,,,,,
714,0,0,0,100,0,                                    if (empty) {,,,,,,,
715,0,0,0,100,0,                                    } else {,,,,,,,
716,0,0,0,100,0,                                        Item item = itemWrapper.getItem();,,,,,,,
717,0,0,0,100,0,"                                        setText(String.format(""name: %s\",,,,,,,
718,0,0,0,100,0, state: %s\,,,,,,,
719,0,0,0,100,0,                            };return cell;,,,,,,,
720,0,0,0,100,0,        public void changeItemState(){,,,,,,,
721,0,0,0,100,0,            ItemWrapper selectedItemWrapper =  cbxItemsSelector.getSelectionModel().getSelectedItem();,,,,,,,
722,0,0,0,100,0,            if (selectedItemWrapper == null) return;,,,,,,,
723,0,0,0,100,0,            Item item = selectedItemWrapper.getItem();,,,,,,,
724,1,1,1,100,1,The problem is that the comboBox does not see changes applied after some of item\'s state updated. The reason of the problem is that I only change object\'s (i.e Item) fields and I don\'t set new Item via setItem method.,,,,,,,
725,1,1,1,100,1,So it seems that the fields changes are not observable.,,,,,,,
726,1,1,1,100,1,I also know that IF I replace SimpleObjectProperty to two StringProperty (for name and state fields) in ItemWrapper class it will work. But I don\'t want to make field duplication. What If I would have 100 fields in Item class?    ,,,,,,,
727,1,1,1,100,1,And I have two questions:,,,,,,,
728,1,1,1,100,1,1) How can I make ComboBox see changes made by some other external side in any field in Item class without field duplication (without creating additional field properties) ? Maybe should I use some special binding?,,,,,,,
729,1,1,1,100,1,2) Is there a way to get rid of Wrapper class while stay domain Item class unmodified?  ,,,,,,,
730,1,1,1,100,1,"[""I am looking for some advice on what should I concentrate my efforts to get the needed skills to become a Java developer for Oracle applications. I'm bit confused as there are lot of technologies in the Java world. Where should I start? What to avoid? Is JDeveloper a good IDE for a beginner?",,,,,,,
731,1,1,1,100,1,['I am using log4j in my Java application.,,,,,,,
732,1,1,1,100,1,I want to config both of maxsize (max is 1Mb) and auto delete after 15 days.,,,,,,,
733,0,1,0,66.66666667,0,# Root logger option,,,,,,,
734,0,0,0,100,0,"log4j.rootLogger=INFO, file",,,,,,,
735,0,1,0,66.66666667,0,# Direct log messages to a log file,,,,,,,
736,0,0,0,100,0,log4j.appender.file.layout.ConversionPattern=%d{yyyy-MM-dd HH:mm:ss} %-5p %c{1}:%L - %m%n,,,,,,,
737,1,1,1,100,1,"But it seems that in log4j can not config both of 2 my requirements, right?",,,,,,,
738,1,1,1,100,1,How i can do it?,,,,,,,
739,1,1,1,100,1,Thank all.,,,,,,,
740,1,1,1,100,1,"['Suppose I declare some abstract method, that will return Class object (like Dog.class, Cat.class), like this:",,,,,,,
741,0,0,1,66.66666667,0,abstract public Class getProducedAnimalType();,,,,,,,
742,1,1,1,100,1,"Can I force clients extending this API to return only Class objects that represents classes, wchich are subclassess of Animal.class ? something like:",,,,,,,
743,0,0,1,66.66666667,0,abstract public Class<representing subclass of Animal> getProducedAnimalType();,,,,,,,
744,0,1,1,66.66666667,1,So the client extending my class cannot write:,,,,,,,
745,0,0,0,100,0,public Class getProducedAnimalType() {,,,,,,,
746,0,0,1,66.66666667,0,"   // Integer not extends Animal!, shoud not compile!",,,,,,,
747,0,0,0,100,0,   return Integer.class; ,,,,,,,
748,0,1,1,66.66666667,1,but can:,,,,,,,
749,0,0,0,100,0,public Class getProducedAnimalType() {,,,,,,,
750,0,0,0,100,0,   return Fish.class; // Fish extends Animal,,,,,,,
751,1,1,1,100,1,['One reoccurring problem with our Java application on Windows is that customers are running it as a Windows service without specifying the Java -Xrs flag. This way when the administrator logoff the Windows machine the Java process receives a termination signal and terminates thus causing what seems to be a random production down situation.,,,,,,,
752,1,1,1,100,1,I would like to add to the server log files and monitoring tool a warning about this configuration problem. ,,,,,,,
753,1,1,1,100,1,In order to do that I would like to know:,,,,,,,
754,1,1,1,100,1,1. Is my Java application running as a Windows service ?,,,,,,,
755,1,1,1,100,1,2. Is the -Xrs flag specified as part of the java.exe command ?,,,,,,,
756,1,1,1,100,1,Any ideas how to achieve this are welcomed.,,,,,,,
757,1,1,1,100,1,['I have an issue with an application I am developing.,,,,,,,
758,1,1,1,100,1,"I have two threads, Prod and Cons, which respectively write to and read from a shared Queue. All pretty standard here.",,,,,,,
759,1,1,1,100,1,"The goal of this application is for Prod to read a file and add each line to the Queue, while Cons will have to read these lines and ""match"" them in pairs (following some criteria).",,,,,,,
760,1,1,1,100,1,"The problem is that, for Cons to do its part, it will have to ""process"" several lines from the  Queue and remove only the ones that form a Pair.",,,,,,,
761,1,1,1,100,1,"For example, if the following is the Queue Q as filled by Prod:",,,,,,,
762,1,1,1,100,1,"Cons should create Pairs (A1,A2),(B1,B2),(C1,C2), etc... (The order of the pair is a requirement).  ",,,,,,,
763,1,1,1,100,1,"My problem is that, to create Pair (B1,B2), Cons will need first to analyze C1, D1, D2 and C2 and find that they don\'t match B1; then B2 is found and both B1 and B2 must be removed from Q, without modifying the order of the previous non-matching elements (C1, D1, etc...).",,,,,,,
764,1,1,1,100,1,"At the moment, I resolved with Cons removing always the first element from the Queue and, if that doesn\'t match, it\'s saved in an additional internal queue in Cons; when a matching element is found, the Pair is created and all elements saved in the internal queue are ""reinjected"" at the head of Q (which is actually a DeQue).",,,,,,,
765,1,1,1,100,1,"While this approach works for simple situations, it is hopelessly flawed. Given that Prod keeps running, it can well happen that, while Cons removes non-matching elements, Prod adds new lines, effectively generating a deadlock the moment when Cons will try to reinsert messages on Q.",,,,,,,
766,1,1,1,100,1,"I also thought that Cons could only ""peek"" at the elements in Q and remove only the matching one, but that would mean accessing a specific element (e.g. random access like) in the Deque.",,,,,,,
767,1,1,1,100,1,"Does anybody have suggestion for the problem? I can always ""create"" an Deque that does what I need, but I would really prefer not! Too error prone...",,,,,,,
768,1,1,1,100,1,"[""For this program I am writing I am taking a user's input of minutes and rounding up to the next hour. ",,,,,,,
769,1,1,1,100,1,For example:,,,,,,,
770,0,1,1,66.66666667,1,1 minute = 1 hour,,,,,,,
771,0,1,1,66.66666667,1,59 minutes = 1 hour,,,,,,,
772,0,1,1,66.66666667,1,60 minutes = 1 hour,,,,,,,
773,0,1,1,66.66666667,1,61 minutes = 2 hours,,,,,,,
774,0,1,1,66.66666667,1,119 minutes = 2 hours,,,,,,,
775,0,1,1,66.66666667,1,120 minutes = 2 hours,,,,,,,
776,0,1,1,66.66666667,1,121 minutes = 3 hours,,,,,,,
777,1,1,1,100,1,What is a simple way of going about this? Thank you.,,,,,,,
778,1,1,1,100,1,['Here\'s the portion of our xml that is related to transaction management,,,,,,,
779,0,0,0,100,0,<!-- Transaction Manager -->,,,,,,,
780,0,0,0,100,0,"<bean id=""transactionManager"" class=""org.springframework.orm.jpa.JpaTransactionManager"">",,,,,,,
781,0,0,0,100,0,"    <property name=""entityManagerFactory"" ref=""entityManagerFactory"" />",,,,,,,
782,0,0,0,100,0,"    <property name=""dataSource"" ref=""dataSource"" />",,,,,,,
783,0,0,0,100,0,"<tx:advice id=""txAdvice""/>    ",,,,,,,
784,0,0,0,100,0,"<aop:config proxy-target-class=""true"">",,,,,,,
785,0,0,0,100,0,"    <aop:pointcut id=""transactionalMethods""",,,,,,,
786,0,0,0,100,0,"        expression=""@annotation(org.springframework.transaction.annotation.Transactional)"" />",,,,,,,
787,0,0,0,100,0,"    <aop:advisor advice-ref=""txAdvice"" pointcut-ref=""transactionalMethods"" />",,,,,,,
788,1,1,1,100,1,I came up with this,,,,,,,
789,0,0,0,100,0,import javax.persistence.EntityManagerFactory;,,,,,,,
790,0,0,0,100,0,import javax.sql.DataSource;,,,,,,,
791,0,0,0,100,0,import org.springframework.context.annotation.Bean;,,,,,,,
792,0,0,0,100,0,import org.springframework.context.annotation.Configuration;,,,,,,,
793,0,0,0,100,0,import org.springframework.dao.annotation.PersistenceExceptionTranslationPostProcessor;,,,,,,,
794,0,0,0,100,0,import org.springframework.orm.jpa.JpaTransactionManager;,,,,,,,
795,0,0,0,100,0,import org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor;,,,,,,,
796,0,0,0,100,0,import org.springframework.transaction.PlatformTransactionManager;,,,,,,,
797,0,0,0,100,0,import org.springframework.transaction.annotation.EnableTransactionManagement;,,,,,,,
798,0,0,0,100,0,@EnableTransactionManagement( proxyTargetClass = true ),,,,,,,
799,0,0,1,66.66666667,0,public class TransactionConfig,,,,,,,
800,0,0,0,100,0,"    PlatformTransactionManager transactionManager( final DataSource dataSource, final EntityManagerFactory emf ) {",,,,,,,
801,0,0,0,100,0,        JpaTransactionManager jpaTransactionManager = new JpaTransactionManager();,,,,,,,
802,0,0,0,100,0,        jpaTransactionManager.setDataSource( dataSource );,,,,,,,
803,0,0,0,100,0,        jpaTransactionManager.setEntityManagerFactory( emf );,,,,,,,
804,0,0,1,66.66666667,0,        return jpaTransactionManager;,,,,,,,
805,0,0,0,100,0,    PersistenceExceptionTranslationPostProcessor persistenceExceptionTranslationPostProcessor() {,,,,,,,
806,0,0,0,100,0,        return new PersistenceExceptionTranslationPostProcessor();,,,,,,,
807,0,0,0,100,0,    PersistenceAnnotationBeanPostProcessor persistenceAnnotationBeanPostProcessor() {,,,,,,,
808,0,0,0,100,0,        return new PersistenceAnnotationBeanPostProcessor();,,,,,,,
809,1,1,1,100,1,"and it seems to work, but reading the config I can\'t help but wonder if I\'m supposed to use mode = ASPECTJ, but when I tried that the context blew up with an exception about not able to inject ""Concrete class"", as some things depend on the class and not the interface.",,,,,,,
810,1,1,1,100,1,"I\'m not sure why we added that pointcut, or whether we make use of it, if I have to rewrite it as a pointcut, I\'m actually not sure how I should do that.",,,,,,,
811,1,1,1,100,1,Do I need to add something more to get parity? is this already the same? if I need to add more what should I write?,,,,,,,
812,1,1,1,100,1,When trying,,,,,,,
813,0,0,0,100,0,@EnableAspectJAutoProxy( proxyTargetClass = true ),,,,,,,
814,0,0,0,100,0,@EnableTransactionManagement( mode = AdviceMode.ASPECTJ ),,,,,,,
815,1,1,1,100,1,and aspectj itself was working via our xml config (the aspects do work in our xml config),,,,,,,
816,1,1,0,66.66666667,1,with deps ,,,,,,,
817,0,0,0,100,0,[INFO] +- org.springframework.data:spring-data-jpa:jar:1.9.4.RELEASE:compile,,,,,,,
818,0,0,0,100,0,[INFO] |  +- org.springframework:spring-orm:jar:4.2.7.RELEASE:compile,,,,,,,
819,0,0,0,100,0,[INFO] |  +- org.springframework:spring-context:jar:4.2.7.RELEASE:compile,,,,,,,
820,0,0,0,100,0,[INFO] |  |  \\- org.springframework:spring-expression:jar:4.2.7.RELEASE:compile,,,,,,,
821,0,0,0,100,0,[INFO] |  +- org.springframework:spring-aop:jar:4.2.7.RELEASE:compile,,,,,,,
822,0,0,0,100,0,[INFO] |  |  \\- aopalliance:aopalliance:jar:1.0:compile,,,,,,,
823,0,0,0,100,0,[INFO] |  +- org.springframework:spring-beans:jar:4.2.7.RELEASE:compile,,,,,,,
824,0,0,0,100,0,[INFO] |  +- org.springframework:spring-core:jar:4.2.7.RELEASE:compile,,,,,,,
825,0,0,0,100,0,[INFO] |  \\- org.aspectj:aspectjrt:jar:1.8.9:compile,,,,,,,
826,0,0,0,100,0,[INFO] +- org.springframework:spring-aspects:jar:4.2.7.RELEASE:compile,,,,,,,
827,0,0,0,100,0,[INFO] +- org.aspectj:aspectjweaver:jar:1.8.9:compile,,,,,,,
828,1,1,1,100,1,I get errors like,,,,,,,
829,0,1,0,66.66666667,0,Caused by: org.springframework.beans.factory.BeanCreationException: Could not autowire field: private com.myapp.CatalogItemViewDao com.myapp.ProviderTestHistoryDao.catalogItemViewDao; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type [com.myapp.CatalogItemViewDao] found for dependency: expected at least 1 bean which qualifies as autowire candidate for this dependency. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)},,,,,,,
830,0,0,0,100,0,    at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement.inject(AutowiredAnnotationBeanPostProcessor.java:573),,,,,,,
831,0,0,0,100,0,    at org.springframework.beans.factory.annotation.InjectionMetadata.inject(InjectionMetadata.java:88),,,,,,,
832,0,0,0,100,0,    at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.postProcessPropertyValues(AutowiredAnnotationBeanPostProcessor.java:331),,,,,,,
833,0,0,1,66.66666667,0,    ... 40 more,,,,,,,
834,0,0,0,100,0,Caused by: org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type [com.myapp.CatalogItemViewDao] found for dependency: expected at least 1 bean which qualifies as autowire candidate for this dependency. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)},,,,,,,
835,1,0,0,66.66666667,0,    at org.springframework.beans.factory.support.DefaultListableBeanFactory.raiseNoSuchBeanDefinitionException(DefaultListableBeanFactory.java:1373),,,,,,,
836,0,0,0,100,0,    at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1119),,,,,,,
837,0,0,0,100,0,    at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1014),,,,,,,
838,0,0,0,100,0,    at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement.inject(AutowiredAnnotationBeanPostProcessor.java:545),,,,,,,
839,1,1,1,100,1,['I am currently struggling with an aspect of my assignment. I had to create a class for a proxy (MyCacheProxy) which would re-direct requests for pictures . It is below and seems to be fine.,,,,,,,
840,0,0,0,100,0,package ijp.proxy;,,,,,,,
841,0,0,0,100,0,import ijp.Picture;,,,,,,,
842,0,0,0,100,0,import ijp.service.Service;,,,,,,,
843,0,0,0,100,0,import ijp.service.ServiceFromProperties;,,,,,,,
844,0,0,0,100,0,public class MyCacheProxy {,,,,,,,
845,0,0,0,100,0,private Service baseService = null;,,,,,,,
846,0,0,0,100,0,public MyCacheProxy() ,,,,,,,
847,0,0,0,100,0,"    baseService = new ServiceFromProperties(""MyCacheProxyTest.base_service"");",,,,,,,
848,0,0,0,100,0,"public Picture getPicture(String subject, int index)",,,,,,,
849,0,0,0,100,0,"    Picture picture = baseService.getPicture(subject, index);",,,,,,,
850,0,0,1,66.66666667,0,return picture;,,,,,,,
851,1,1,1,100,1,"We were then provided with the template of code for a class that would test that proxy. However, the template tests a separate proxy that is supplied in the library. What I want to do is for it to test the proxy I have created above, MyCacheProxy. I assumed this could be done by importing my MyCacheProxy class, but it didn\'t work.",,,,,,,
852,1,1,1,100,1,"I am really unsure on how to progress, and would appreciate any help or hints.",,,,,,,
853,0,0,0,100,0,package ijp.test;,,,,,,,
854,0,0,0,100,0,import static org.junit.Assert.*;,,,,,,,
855,0,0,0,100,0,import java.awt.image.BufferedImage;,,,,,,,
856,0,0,0,100,0,import org.junit.Test;,,,,,,,
857,0,0,0,100,0,import ijp.Picture;,,,,,,,
858,0,0,0,100,0,import ijp.proxy.CacheProxy;,,,,,,,
859,0,0,0,100,0,import ijp.service.Service;,,,,,,,
860,1,1,1,100,1,* A template for testing a cache proxy for the PictureViewer application.,,,,,,,
861,0,0,0,100,0,* @author YOUR NAME HERE,,,,,,,
862,0,0,0,100,0,* @version YOUR VERSION HERE,,,,,,,
863,0,0,1,66.66666667,0,public class MyCacheProxyTest implements Service {,,,,,,,
864,1,1,1,100,1, * Test that requests for the same subject and index return the same image.,,,,,,,
865,0,0,0,100,0,public void equalityTest() {,,,,,,,
866,0,0,0,100,0,    Service proxy = new CacheProxy(this);,,,,,,,
867,0,0,0,100,0,"    Picture firstPicture = proxy.getPicture(""equalityTest"",2);",,,,,,,
868,0,0,0,100,0,"    Picture secondPicture = proxy.getPicture(""equalityTest"",2);",,,,,,,
869,0,0,1,66.66666667,0,"            ""different picture returned for same subject (and index)"",",,,,,,,
870,0,1,1,66.66666667,1, * Return a picture from the simulated service.,,,,,,,
871,1,1,1,100,1, * This service simply returns an empty picture every time that it called.,,,,,,,
872,1,1,1,100,1," * Note that a <em>different</em> object is returned each time, even if the",,,,,,,
873,1,1,1,100,1, * subject and index are the same.,,,,,,,
874,0,1,0,66.66666667,0, * @param subject the requested subject,,,,,,,
875,1,1,1,100,1, * @param index the index of the picture within all pictures for the requested topic,,,,,,,
876,0,1,0,66.66666667,0, * @return the picture,,,,,,,
877,0,0,0,100,0,"public Picture getPicture(String subject, int index) {",,,,,,,
878,0,0,0,100,0,"    return new Picture((BufferedImage)null, subject ,serviceName(), index);",,,,,,,
879,1,1,1,100,1, * Return a textual name to identify the simulated service.,,,,,,,
880,1,1,0,66.66666667,1," * @return the name of the service (""cacheProxyTest"")",,,,,,,
881,0,0,0,100,0,public String serviceName() {,,,,,,,
882,0,0,0,100,0,"    return ""MyCacheProxyTest"";",,,,,,,
883,1,1,1,100,1,"['I have two java classes: Menu and PMotion. The Menu class contains a JButton as shown below. When this JButton is pressed, I want it to go to PMotion.java",,,,,,,
884,1,1,1,100,1,How to achieve this? ,,,,,,,
885,0,0,0,100,0,        public void actionPerformed(ActionEvent e) {,,,,,,,
886,1,1,1,100,1,// Here I need to write the code which takes the user to PMotion.java,,,,,,,
887,1,1,1,100,1,"[""I have written following code to publish some metrics around AWS Step function (its java lambda for aws)",,,,,,,
888,0,0,0,100,0,"public void handleRequest(InputStream input, OutputStream output, Context context) throws IOException {",,,,,,,
889,0,0,0,100,0,    int inProgressStateMachines = 0;,,,,,,,
890,0,0,0,100,0,    LocalDateTime now = LocalDateTime.now();,,,,,,,
891,0,0,0,100,0,"    long alarmThreshold = getAlarmThreshold(input, context.getLogger());",,,,,,,
892,0,0,0,100,0,    AWSStepFunctions awsStepFunctions = AWSStepFunctionsClientBuilder.standard().build();,,,,,,,
893,0,0,0,100,0,    ListStateMachinesRequest listStateMachinesRequest = new ListStateMachinesRequest();,,,,,,,
894,0,0,0,100,0,    ListStateMachinesResult listStateMachinesResult = awsStepFunctions.listStateMachines(listStateMachinesRequest);,,,,,,,
895,0,0,0,100,0,    for (StateMachineListItem stateMachineListItem : listStateMachinesResult.getStateMachines()) {,,,,,,,
896,0,0,0,100,0,        ListExecutionsRequest listExecutionRequest = new ListExecutionsRequest(),,,,,,,
897,0,0,0,100,0,        ListExecutionsResult listExecutionsResult = awsStepFunctions.listExecutions(listExecutionRequest);,,,,,,,
898,0,0,0,100,0,        for (ExecutionListItem executionListItem : listExecutionsResult.getExecutions()) {,,,,,,,
899,0,0,0,100,0,            LocalDateTime stateMachineStartTime = LocalDateTime.ofInstant(,,,,,,,
900,0,0,0,100,0,"                    executionListItem.getStartDate().toInstant(), ZoneId.systemDefault());",,,,,,,
